Matram,longitude,latitude,Z.Elev,Date,Salinity,CL,CL_ppt,Dist_to_TanChau_km,River_Dist_km,Travel_Time_Days,WaterLevel_Mean,WaterLevel_Max,WaterLevel_Min,WL_Mean_3D_Lag,WL_Mean_7D_Lag,Month_sin,Month_cos,Day_sin,Day_cos
CLCB152020,105.24,9.92,0.47,2020-05-11,0.18,67.355,0.067355,97.5093543739143,126.7621606860886,3,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.9066666666666664,0.4657142857142858,0.49999999999999994,-0.8660254037844387,0.7638886127905428,-0.6453481132295501
CLCB152020,105.24,9.92,0.14,2020-05-25,0.19,69.482,0.069482,97.5093543739143,126.7621606860886,3,0.62,0.62,0.62,0.6833333333333331,0.2842857142857144,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473
CLCB152020,105.24,9.92,0.14,2020-06-11,0.19,134.71,0.13471,97.5093543739143,126.7621606860886,3,-0.13,-0.13,-0.13,0.6333333333333332,0.5385714285714287,1.2246467991473532e-16,-1.0,0.3294084822245304,-0.9441875088341993
CLCB152021,105.0,9.76,0.73,2021-01-17,5.16,713.0,0.713,116.7780849233029,151.81151040029377,3,1.73,1.73,1.73,1.5966666666666667,1.3342857142857145,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
CLCB152022,105.11,9.86,1.62,2022-01-17,9.0,4981.871523068832,,104.25696251819204,135.53405127364965,3,0.89,0.89,0.89,0.8166666666666665,0.7942857142857147,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
CLCB162021,105.21,9.85,0.73,2021-01-17,0.11,19.4,0.019399999999999997,105.12708368631353,136.66520879220758,3,1.73,1.73,1.73,1.5966666666666667,1.3342857142857145,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
CLCB162022,105.0,9.76,0.95,2022-01-17,19.8,10960.117350751432,,116.7780849233029,151.81151040029377,3,0.89,0.89,0.89,0.8166666666666665,0.7942857142857147,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
CLCB172022,105.21,9.85,0.95,2022-01-17,0.1,55.354128034098146,,105.12708368631353,136.66520879220758,3,0.89,0.89,0.89,0.8166666666666665,0.7942857142857147,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
DAUTI012019,106.32,11.32,0.77,2019-03-04,0.014904037500000002,8.25,0.00825,137.325187691095,178.52274399842352,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI012019,106.32,11.32,0.77,2019-03-20,0.022256696000000003,12.32,0.012320000000000001,137.325187691095,178.52274399842352,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI012019,106.32,11.32,0.77,2019-04-03,0.027315036,15.12,0.01512,137.325187691095,178.52274399842352,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI012019,106.32,11.32,0.77,2019-04-16,0.0038298860000000002,2.12,0.00212,137.325187691095,178.52274399842352,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI012019,106.32,11.32,0.77,2019-05-06,4.5,0.94,0.00094,137.325187691095,178.52274399842352,4,0.93,0.93,0.93,0.6233333333333332,0.4585714285714287,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI012019,106.32,11.32,0.77,2019-05-16,0.027567953,15.26,0.01526,137.325187691095,178.52274399842352,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI012019,106.32,11.32,0.77,2019-06-01,0.0022220565,1.23,0.00123,137.325187691095,178.52274399842352,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI012019,106.32,11.32,0.77,2019-06-15,0.027531822,15.24,0.01524,137.325187691095,178.52274399842352,4,0.46,0.46,0.46,0.30999999999999983,0.522857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI022019,106.25,11.37,0.77,2019-03-04,0.0027459560000000004,1.52,0.00152,133.02325802122627,172.93023542759417,3,0.79,0.79,0.79,0.4799999999999997,0.36000000000000015,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI022019,106.25,11.37,0.77,2019-03-20,0.027477625500000005,15.21,0.015210000000000001,133.02325802122627,172.93023542759417,3,0.9,0.9,0.9,0.4799999999999997,0.29000000000000015,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI022019,106.25,11.37,0.77,2019-04-03,0.0038298860000000002,2.12,0.00212,133.02325802122627,172.93023542759417,3,0.68,0.68,0.68,0.5566666666666665,0.43142857142857155,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI022019,106.25,11.37,0.51,2019-04-16,0.0408822265,22.63,0.022629999999999997,133.02325802122627,172.93023542759417,3,0.39,0.39,0.39,0.10333333333333318,0.4285714285714287,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI022019,106.25,11.37,0.51,2019-05-06,5.15,1.25,0.00125,133.02325802122627,172.93023542759417,3,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.7733333333333331,0.5557142857142858,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI022019,106.25,11.37,0.51,2019-05-16,0.024532949000000002,13.58,0.01358,133.02325802122627,172.93023542759417,3,0.53,0.53,0.53,0.3033333333333332,0.32857142857142874,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI022019,106.25,11.37,0.51,2019-06-01,0.022094106500000002,12.23,0.012230000000000001,133.02325802122627,172.93023542759417,3,0.63,0.63,0.63,0.27999999999999986,0.20857142857142869,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI022019,106.25,11.37,0.51,2019-06-15,0.0022762530000000002,1.26,0.00126,133.02325802122627,172.93023542759417,3,0.63,0.63,0.63,0.3766666666666665,0.442857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI032019,106.2,11.44,0.51,2019-03-04,0.0112186755,6.21,0.00621,132.30639311684752,171.99831105190177,3,0.79,0.79,0.79,0.4799999999999997,0.36000000000000015,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI032019,106.2,11.44,0.51,2019-03-20,0.016764784,9.28,0.00928,132.30639311684752,171.99831105190177,3,0.9,0.9,0.9,0.4799999999999997,0.29000000000000015,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI032019,106.2,11.44,0.51,2019-04-03,0.0220579755,12.21,0.01221,132.30639311684752,171.99831105190177,3,0.68,0.68,0.68,0.5566666666666665,0.43142857142857155,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI032019,106.2,11.44,0.51,2019-04-16,0.0262491715,14.53,0.01453,132.30639311684752,171.99831105190177,3,0.39,0.39,0.39,0.10333333333333318,0.4285714285714287,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI032019,106.2,11.44,0.51,2019-05-06,4.5,0.67,0.00067,132.30639311684752,171.99831105190177,3,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.7733333333333331,0.5557142857142858,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI032019,106.2,11.44,0.51,2019-05-16,0.039960886,22.12,0.02212,132.30639311684752,171.99831105190177,3,0.53,0.53,0.53,0.3033333333333332,0.32857142857142874,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI032019,106.2,11.44,0.51,2019-06-01,0.014723382500000003,8.15,0.008150000000000001,132.30639311684752,171.99831105190177,3,0.63,0.63,0.63,0.27999999999999986,0.20857142857142869,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI032019,106.2,11.44,0.51,2019-06-15,0.017071897500000002,9.45,0.00945,132.30639311684752,171.99831105190177,3,0.63,0.63,0.63,0.3766666666666665,0.442857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI042019,106.62,10.99,0.51,2019-03-04,0.0023846460000000002,1.32,0.00132,158.6154914671189,206.20013890725457,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI042019,106.62,10.99,0.51,2019-03-20,0.0206849975,11.45,0.01145,158.6154914671189,206.20013890725457,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI042019,106.62,10.99,0.51,2019-04-03,0.0038298860000000002,2.12,0.00212,158.6154914671189,206.20013890725457,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI042019,106.62,10.99,0.82,2019-04-16,0.0047512265000000005,2.63,0.00263,158.6154914671189,206.20013890725457,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI042019,106.62,10.99,0.02,2019-05-06,4.15,0.544,0.000544,158.6154914671189,206.20013890725457,4,0.93,0.93,0.93,0.6233333333333332,0.4585714285714287,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI042019,106.62,10.99,0.02,2019-05-16,0.029771944000000005,16.48,0.01648,158.6154914671189,206.20013890725457,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI042019,106.62,10.99,0.02,2019-06-01,0.045452798,25.16,0.025160000000000002,158.6154914671189,206.20013890725457,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI042019,106.62,10.99,0.02,2019-06-15,0.029338371999999998,16.24,0.016239999999999997,158.6154914671189,206.20013890725457,4,0.46,0.46,0.46,0.30999999999999983,0.522857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI052019,106.62,10.99,0.02,2019-03-04,0.02745956,15.2,0.0152,158.6154914671189,206.20013890725457,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI052019,106.62,10.99,0.02,2019-03-20,0.0038660170000000002,2.14,0.00214,158.6154914671189,206.20013890725457,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI052019,106.62,10.99,0.02,2019-04-03,0.0459044355,25.41,0.02541,158.6154914671189,206.20013890725457,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI052019,106.62,10.99,0.4,2019-04-16,0.0332585855,18.41,0.01841,158.6154914671189,206.20013890725457,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI052019,106.62,10.99,0.4,2019-05-06,3.5,0.938,0.0009379999999999999,158.6154914671189,206.20013890725457,4,0.93,0.93,0.93,0.6233333333333332,0.4585714285714287,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI052019,106.62,10.99,0.4,2019-05-16,0.0038840825000000002,2.15,0.00215,158.6154914671189,206.20013890725457,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI052019,106.62,10.99,0.4,2019-06-01,0.03470382550000001,19.21,0.01921,158.6154914671189,206.20013890725457,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI052019,106.62,10.99,0.4,2019-06-15,0.0022220565,1.23,0.00123,158.6154914671189,206.20013890725457,4,0.46,0.46,0.46,0.30999999999999983,0.522857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI062019,106.65,10.1,0.4,2019-03-04,0.2,54.2,0.054200000000000005,178.25887332266672,231.73653531946673,5,0.49,0.49,0.49,0.16666666666666638,0.4642857142857144,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI062019,106.65,10.1,0.4,2019-03-20,0.3,65.2,0.06520000000000001,178.25887332266672,231.73653531946673,5,0.46,0.46,0.46,0.1599999999999997,0.2714285714285715,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI062019,106.65,10.1,0.17,2019-04-03,0.3,42.54,0.04254,178.25887332266672,231.73653531946673,5,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.37999999999999984,0.5014285714285716,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI062019,106.65,10.1,0.17,2019-04-16,0.2,4.2,0.004200000000000001,178.25887332266672,231.73653531946673,5,0.1,0.1,0.1,0.28999999999999987,0.6785714285714287,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI062019,106.65,10.1,0.17,2019-05-06,5.1,0.774,0.0007740000000000001,178.25887332266672,231.73653531946673,5,0.77,0.77,0.77,0.5066666666666665,0.38142857142857156,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI062019,106.65,10.1,0.17,2019-05-16,0.1,26.23,0.02623,178.25887332266672,231.73653531946673,5,0.29,0.29,0.29,0.09333333333333316,0.46714285714285725,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI062019,106.65,10.1,0.17,2019-06-01,0.0038660170000000002,2.14,0.00214,178.25887332266672,231.73653531946673,5,0.25,0.25,0.25,0.15333333333333318,0.28142857142857153,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI062019,106.65,10.1,0.17,2019-06-15,0.0220579755,12.21,0.01221,178.25887332266672,231.73653531946673,5,0.4,0.4,0.4,0.2833333333333332,0.6200000000000001,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI072019,106.65,10.1,0.17,2019-03-04,0.047873575,26.5,0.0265,178.25887332266672,231.73653531946673,5,0.49,0.49,0.49,0.16666666666666638,0.4642857142857144,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI072019,106.65,10.1,0.46,2019-03-20,0.3,58.4,0.0584,178.25887332266672,231.73653531946673,5,0.46,0.46,0.46,0.1599999999999997,0.2714285714285715,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI072019,106.65,10.1,0.46,2019-04-03,0.3,38.45,0.038450000000000005,178.25887332266672,231.73653531946673,5,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.37999999999999984,0.5014285714285716,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI072019,106.65,10.1,0.46,2019-04-16,0.2,45.26,0.045259999999999995,178.25887332266672,231.73653531946673,5,0.1,0.1,0.1,0.28999999999999987,0.6785714285714287,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI072019,106.65,10.1,0.46,2019-05-06,4.5,0.814,0.0008139999999999999,178.25887332266672,231.73653531946673,5,0.77,0.77,0.77,0.5066666666666665,0.38142857142857156,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI072019,106.65,10.1,0.46,2019-05-16,0.1,32.56,0.032560000000000006,178.25887332266672,231.73653531946673,5,0.29,0.29,0.29,0.09333333333333316,0.46714285714285725,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI072019,106.65,10.1,0.46,2019-06-01,0.041857763500000006,23.17,0.023170000000000003,178.25887332266672,231.73653531946673,5,0.25,0.25,0.25,0.15333333333333318,0.28142857142857153,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI072019,106.65,10.1,0.46,2019-06-15,0.029284175500000006,16.21,0.016210000000000002,178.25887332266672,231.73653531946673,5,0.4,0.4,0.4,0.2833333333333332,0.6200000000000001,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI082019,106.69,10.89,0.39,2019-03-04,1.3,135.6,0.1356,165.13572313384446,214.6764400739978,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI082019,106.69,10.89,0.39,2019-03-20,1.6,25.8,0.0258,165.13572313384446,214.6764400739978,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI082019,106.69,10.89,0.39,2019-04-03,1.6,238.4,0.2384,165.13572313384446,214.6764400739978,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI082019,106.69,10.89,0.39,2019-04-16,0.6,13.25,0.01325,165.13572313384446,214.6764400739978,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI082019,106.69,10.89,0.39,2019-05-06,4.0,1.168,0.001168,165.13572313384446,214.6764400739978,4,0.93,0.93,0.93,0.6233333333333332,0.4585714285714287,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI082019,106.69,10.89,0.39,2019-05-16,0.2,56.23,0.056229999999999995,165.13572313384446,214.6764400739978,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI082019,106.69,10.89,0.39,2019-06-01,0.2,42.12,0.04212,165.13572313384446,214.6764400739978,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI082019,106.69,10.89,0.27,2019-06-15,0.1,25.12,0.02512,165.13572313384446,214.6764400739978,4,0.46,0.46,0.46,0.30999999999999983,0.522857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI092019,106.69,10.89,0.27,2019-03-04,1.1,116.2,0.1162,165.13572313384446,214.6764400739978,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI092019,106.69,10.89,0.27,2019-03-20,0.9,114.5,0.1145,165.13572313384446,214.6764400739978,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI092019,106.69,10.89,0.27,2019-04-03,0.9,129.2,0.12919999999999998,165.13572313384446,214.6764400739978,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI092019,106.69,10.89,0.27,2019-04-16,0.7,125.64,0.12564,165.13572313384446,214.6764400739978,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI092019,106.69,10.89,0.27,2019-05-06,4.25,0.95,0.00095,165.13572313384446,214.6764400739978,4,0.93,0.93,0.93,0.6233333333333332,0.4585714285714287,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI092019,106.69,10.89,0.27,2019-05-16,0.2,6.12,0.0061200000000000004,165.13572313384446,214.6764400739978,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI092019,106.69,10.89,0.49,2019-06-01,0.2,3.15,0.00315,165.13572313384446,214.6764400739978,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI092019,106.69,10.89,0.49,2019-06-15,0.1,2.31,0.00231,165.13572313384446,214.6764400739978,4,0.46,0.46,0.46,0.30999999999999983,0.522857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI102019,106.26,11.08,0.49,2019-03-04,0.0256710755,14.21,0.01421,121.98792582392113,158.58430357109748,3,0.79,0.79,0.79,0.4799999999999997,0.36000000000000015,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI102019,106.26,11.08,0.49,2019-03-20,0.026429826500000003,14.63,0.01463,121.98792582392113,158.58430357109748,3,0.9,0.9,0.9,0.4799999999999997,0.29000000000000015,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI102019,106.26,11.08,0.49,2019-04-03,0.0513963475,28.45,0.02845,121.98792582392113,158.58430357109748,3,0.68,0.68,0.68,0.5566666666666665,0.43142857142857155,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI102019,106.26,11.08,0.49,2019-04-16,0.0275860185,15.27,0.015269999999999999,121.98792582392113,158.58430357109748,3,0.39,0.39,0.39,0.10333333333333318,0.4285714285714287,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI102019,106.26,11.08,0.49,2019-05-06,5.5,1.575,0.001575,121.98792582392113,158.58430357109748,3,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.7733333333333331,0.5557142857142858,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI102019,106.26,11.08,0.41,2019-05-16,0.027676346,15.32,0.01532,121.98792582392113,158.58430357109748,3,0.53,0.53,0.53,0.3033333333333332,0.32857142857142874,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI102019,106.26,11.08,0.41,2019-06-01,0.029338371999999998,16.24,0.016239999999999997,121.98792582392113,158.58430357109748,3,0.63,0.63,0.63,0.27999999999999986,0.20857142857142869,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI102019,106.26,11.08,0.41,2019-06-15,0.029284175500000006,16.21,0.016210000000000002,121.98792582392113,158.58430357109748,3,0.63,0.63,0.63,0.3766666666666665,0.442857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI112019,106.26,11.08,0.41,2019-03-04,0.0023846460000000002,1.32,0.00132,121.98792582392113,158.58430357109748,3,0.79,0.79,0.79,0.4799999999999997,0.36000000000000015,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI112019,106.26,11.08,0.41,2019-03-20,0.028218311,15.62,0.015619999999999998,121.98792582392113,158.58430357109748,3,0.9,0.9,0.9,0.4799999999999997,0.29000000000000015,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI112019,106.26,11.08,0.41,2019-04-03,0.0047692920000000005,2.64,0.00264,121.98792582392113,158.58430357109748,3,0.68,0.68,0.68,0.5566666666666665,0.43142857142857155,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI112019,106.26,11.08,0.41,2019-04-16,0.0030169385,1.67,0.0016699999999999998,121.98792582392113,158.58430357109748,3,0.39,0.39,0.39,0.10333333333333318,0.4285714285714287,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI112019,106.26,11.08,0.3,2019-05-06,4.2,0.175,0.000175,121.98792582392113,158.58430357109748,3,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.7733333333333331,0.5557142857142858,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI112019,106.26,11.08,0.3,2019-05-16,0.0027459560000000004,1.52,0.00152,121.98792582392113,158.58430357109748,3,0.53,0.53,0.53,0.3033333333333332,0.32857142857142874,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI112019,106.26,11.08,0.3,2019-06-01,0.027748607999999998,15.36,0.015359999999999999,121.98792582392113,158.58430357109748,3,0.63,0.63,0.63,0.27999999999999986,0.20857142857142869,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI112019,106.26,11.08,0.3,2019-06-15,0.025797534,14.28,0.01428,121.98792582392113,158.58430357109748,3,0.63,0.63,0.63,0.3766666666666665,0.442857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI122019,106.39,10.56,0.3,2019-03-04,1.2,125.0,0.125,134.66637748062095,175.06629072480723,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI122019,106.39,10.56,0.3,2019-03-20,1.7,224.8,0.2248,134.66637748062095,175.06629072480723,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI122019,106.39,10.56,0.3,2019-04-03,1.7,23.4,0.023399999999999997,134.66637748062095,175.06629072480723,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI122019,106.39,10.56,0.8,2019-04-16,1.6,264.2,0.2642,134.66637748062095,175.06629072480723,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
DAUTI122019,106.39,10.56,0.8,2019-05-06,4.55,0.133,0.000133,134.66637748062095,175.06629072480723,4,0.93,0.93,0.93,0.6233333333333332,0.4585714285714287,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186
DAUTI122019,106.39,10.56,0.8,2019-05-16,0.7,96.12,0.09612000000000001,134.66637748062095,175.06629072480723,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
DAUTI122019,106.39,10.56,0.8,2019-06-01,0.5,75.26,0.07526000000000001,134.66637748062095,175.06629072480723,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
DAUTI122019,106.39,10.56,0.8,2019-06-15,0.2,36.54,0.036539999999999996,134.66637748062095,175.06629072480723,4,0.46,0.46,0.46,0.30999999999999983,0.522857142857143,1.2246467991473532e-16,-1.0,0.28023067519921585,-0.9599326896597447
DAUTI132019,106.39,10.56,0.8,2019-03-04,1.0,18.2,0.0182,134.66637748062095,175.06629072480723,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
DAUTI132019,106.39,10.56,0.8,2019-03-20,1.4,187.6,0.1876,134.66637748062095,175.06629072480723,4,0.72,0.72,0.72,0.2899999999999997,0.24142857142857158,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847
DAUTI132019,106.39,10.56,0.36,2019-04-03,1.4,157.8,0.15780000000000002,134.66637748062095,175.06629072480723,4,0.66,0.66,0.66,0.4766666666666665,0.44142857142857156,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
DAUTI132019,106.39,10.56,0.36,2019-04-16,1.6,238.4,0.2384,134.66637748062095,175.06629072480723,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
