Matram,longitude,latitude,Z.Elev,Date,Salinity,CL,CL_ppt,Dist_to_TanChau_km,River_Dist_km,Travel_Time_Days,WaterLevel_Mean,WaterLevel_Max,WaterLevel_Min,WL_Mean_3D_Lag,WL_Mean_7D_Lag,Month_sin,Month_cos,Day_sin,Day_cos
BD00012019,106.58,10.43,0.95,2019-03-04,8.1,746.8,0.7467999999999999,158.19538061299636,205.65399479689526,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
BD00012019,106.58,10.43,0.95,2019-03-18,9.0,921.0,0.921,158.19538061299636,205.65399479689526,4,0.26,0.26,0.26,0.0999999999999997,0.3485714285714287,1.0,6.123233995736766e-17,0.9700639218515071,0.2428497220959356
BD00012019,106.58,10.43,0.95,2019-04-02,8.0,91.56,0.09156,158.19538061299636,205.65399479689526,4,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.37999999999999984,0.5014285714285716,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882
BD00012019,106.58,10.43,0.95,2019-04-16,9.4,1832.0,1.832,158.19538061299636,205.65399479689526,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
BD00012019,106.58,10.43,0.95,2019-05-01,6.7,1526.0,1.526,158.19538061299636,205.65399479689526,4,0.37,0.37,0.37,0.25999999999999984,0.47571428571428587,0.49999999999999994,-0.8660254037844387,0.8717063187093218,-0.4900286664290592
BD00012019,106.58,10.43,1.07,2019-05-16,4.1,985.6,0.9856,158.19538061299636,205.65399479689526,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
BD00012019,106.58,10.43,1.07,2019-06-01,4.4,12.0,0.012,158.19538061299636,205.65399479689526,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
BD00012019,106.58,10.43,1.07,2019-06-19,0.9,125.3,0.1253,158.19538061299636,205.65399479689526,4,1.12,1.12,1.12,0.8366666666666666,0.5571428571428573,1.2246467991473532e-16,-1.0,0.21352091543979612,-0.9769384927771817
BD00012020,106.58,10.43,0.73,2020-03-09,19.8,128.5,0.1285,158.19538061299636,205.65399479689526,4,0.13,0.13,0.13,-0.03000000000000022,0.09285714285714299,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906
BD00012020,106.58,10.43,1.03,2020-03-27,12.9,6912.75,6.91275,158.19538061299636,205.65399479689526,4,0.87,0.87,0.87,0.4299999999999997,0.2371428571428573,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777
BD00012020,106.58,10.43,1.03,2020-04-27,12.8,6345.55,6.34555,158.19538061299636,205.65399479689526,4,0.72,0.72,0.72,0.7733333333333331,0.482857142857143,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132
BD00012020,106.58,10.43,1.03,2020-05-09,13.5,6474.1,6.4741,158.19538061299636,205.65399479689526,4,0.92,0.92,0.92,0.17666666666666642,0.054285714285714416,0.49999999999999994,-0.8660254037844387,0.7856498550787147,-0.6186714032625031
BD00012020,106.58,10.43,1.03,2020-05-25,11.8,5472.55,5.47255,158.19538061299636,205.65399479689526,4,0.68,0.68,0.68,0.5699999999999997,0.14714285714285727,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473
BD00012020,106.58,10.43,1.03,2020-06-09,7.5,4573.5,4.5735,158.19538061299636,205.65399479689526,4,0.85,0.85,0.85,0.6466666666666665,0.11571428571428584,1.2246467991473532e-16,-1.0,0.36171373072976765,-0.9322892131745133
BD00012020,106.58,10.43,1.03,2020-06-23,3.2,2162.45,2.1624499999999998,158.19538061299636,205.65399479689526,4,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.5299999999999998,0.018571428571428683,1.2246467991473532e-16,-1.0,0.12874817745258132,-0.99167731989929
BD00012021,106.58,10.43,0.64,2021-01-29,3.68,864.8,0.8647999999999999,158.19538061299636,205.65399479689526,4,0.81,0.81,0.81,0.5566666666666665,0.5485714285714287,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882
BD00012021,106.58,10.43,0.64,2021-02-28,1.3,915.0,0.915,158.19538061299636,205.65399479689526,4,0.61,0.61,0.61,0.30666666666666653,0.21000000000000016,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722
BD00012021,106.58,10.43,0.64,2021-03-15,9.95,1624.0,1.624,158.19538061299636,205.65399479689526,4,1.02,1.02,1.02,0.4633333333333332,0.17857142857142877,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836
BD00012021,106.58,10.43,0.64,2021-03-29,11.0,11265.0,11.265,158.19538061299636,205.65399479689526,4,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.20333333333333317,-0.01714285714285696,1.0,6.123233995736766e-17,0.9984354211555643,0.055916990100603484
BD00012021,106.58,10.43,0.58,2021-04-14,9.2,1264.0,1.264,158.19538061299636,205.65399479689526,4,1.07,1.07,1.07,0.5866666666666666,0.19428571428571448,0.8660254037844387,-0.4999999999999998,0.9760105506323683,-0.21772323039653177
BD00012021,106.58,10.43,0.58,2021-04-28,4.2,675.0,0.675,158.19538061299636,205.65399479689526,4,0.48,0.48,0.48,-0.0333333333333334,-0.14285714285714263,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132
BD00012021,106.58,10.43,0.58,2021-05-14,4.7,715.0,0.715,158.19538061299636,205.65399479689526,4,1.04,1.04,1.04,0.8766666666666666,0.43571428571428594,0.49999999999999994,-0.8660254037844387,0.7412220108485958,-0.6712599575675313
BD00022019,106.55,10.47,1.07,2019-03-04,0.2,3.25,0.00325,153.91461224529854,200.08899591888812,4,0.68,0.68,0.68,0.2999999999999997,0.3857142857142858,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
BD00022019,106.55,10.47,1.07,2019-03-18,0.4,61.21,0.06121,153.91461224529854,200.08899591888812,4,0.26,0.26,0.26,0.0999999999999997,0.3485714285714287,1.0,6.123233995736766e-17,0.9700639218515071,0.2428497220959356
BD00022019,106.55,10.47,1.07,2019-04-02,0.5,72.0,0.072,153.91461224529854,200.08899591888812,4,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.37999999999999984,0.5014285714285716,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882
BD00022019,106.55,10.47,1.07,2019-04-16,1.7,267.0,0.267,153.91461224529854,200.08899591888812,4,0.24,0.24,0.24,0.1333333333333332,0.542857142857143,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935
BD00022019,106.55,10.47,1.87,2019-05-01,0.5,67.12,0.06712,153.91461224529854,200.08899591888812,4,0.37,0.37,0.37,0.25999999999999984,0.47571428571428587,0.49999999999999994,-0.8660254037844387,0.8717063187093218,-0.4900286664290592
BD00022019,106.55,10.47,1.87,2019-05-16,1.0,134.65,0.13465,153.91461224529854,200.08899591888812,4,0.44,0.44,0.44,0.19999999999999982,0.38000000000000017,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
BD00022019,106.55,10.47,1.87,2019-06-01,0.5,86.32,0.08632,153.91461224529854,200.08899591888812,4,0.42,0.42,0.42,0.19666666666666655,0.21571428571428583,1.2246467991473532e-16,-1.0,0.5012418134457758,-0.865307254363206
BD00022019,106.55,10.47,1.87,2019-06-19,0.4,62.12,0.062119999999999995,153.91461224529854,200.08899591888812,4,1.12,1.12,1.12,0.8366666666666666,0.5571428571428573,1.2246467991473532e-16,-1.0,0.21352091543979612,-0.9769384927771817
BD00022020,106.55,10.47,1.03,2020-03-09,3.0,1737.5,1.7375,153.91461224529854,200.08899591888812,4,0.13,0.13,0.13,-0.03000000000000022,0.09285714285714299,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906
BD00022020,106.55,10.47,1.04,2020-03-27,2.87,2233.35,2.2333499999999997,153.91461224529854,200.08899591888812,4,0.87,0.87,0.87,0.4299999999999997,0.2371428571428573,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777
BD00022020,106.55,10.47,1.04,2020-04-27,6.6,5282.5,5.2825,153.91461224529854,200.08899591888812,4,0.72,0.72,0.72,0.7733333333333331,0.482857142857143,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132
BD00022020,106.55,10.47,1.04,2020-05-09,2.9,815.35,0.81535,153.91461224529854,200.08899591888812,4,0.92,0.92,0.92,0.17666666666666642,0.054285714285714416,0.49999999999999994,-0.8660254037844387,0.7856498550787147,-0.6186714032625031
BD00022020,106.55,10.47,1.04,2020-05-25,1.29,641.645,0.641645,153.91461224529854,200.08899591888812,4,0.68,0.68,0.68,0.5699999999999997,0.14714285714285727,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473
BD00022020,106.55,10.47,1.04,2020-06-09,3.23,2446.5,2.4465,153.91461224529854,200.08899591888812,4,0.85,0.85,0.85,0.6466666666666665,0.11571428571428584,1.2246467991473532e-16,-1.0,0.36171373072976765,-0.9322892131745133
BD00022020,106.55,10.47,0.66,2020-06-23,1.87,17.59,0.01759,153.91461224529854,200.08899591888812,4,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.5299999999999998,0.018571428571428683,1.2246467991473532e-16,-1.0,0.12874817745258132,-0.99167731989929
BD00022021,106.55,10.47,0.58,2021-01-29,0.72,125.73,0.12573,153.91461224529854,200.08899591888812,4,0.81,0.81,0.81,0.5566666666666665,0.5485714285714287,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882
BD00022021,106.55,10.47,0.58,2021-02-28,1.3,13.0,0.013,153.91461224529854,200.08899591888812,4,0.61,0.61,0.61,0.30666666666666653,0.21000000000000016,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722
